,link,text,date,No_of_Likes,No_of_tweets
301,https://twitter.com/BBCNews/status/1818900975647658202#m,Kenya rolls out poison in bid to cull a million crows https://bbc.in/3A7n0rC,"Aug 1, 2024 · 6:46 AM UTC",29,28
302,https://twitter.com/BBCNews/status/1818891163060891989#m,My cat was my best friend – now she's been murdered https://bbc.in/4cei9lD,"Aug 1, 2024 · 6:07 AM UTC",66,29
303,https://twitter.com/BBCNews/status/1818890598880809059#m,"Seafront machete brawl must spark change, MP urges https://bbc.in/4ccZxm6","Aug 1, 2024 · 6:04 AM UTC",265,166
304,https://twitter.com/BBCNews/status/1818890035724194274#m,Scotland's papers: Huw Edwards guilty and bin strikes misery https://bbc.in/3WP1X6g,"Aug 1, 2024 · 6:02 AM UTC",29,21
305,https://twitter.com/BBCNews/status/1818888309763879242#m,Troubles pension scheme extended by two years https://bbc.in/4dntjWo,"Aug 1, 2024 · 5:55 AM UTC",19,3
306,https://twitter.com/BBCNews/status/1818887196973105348#m,'Arson attack won't stop us helping the homeless' https://bbc.in/4dqZbJO,"Aug 1, 2024 · 5:51 AM UTC",39,5
307,https://twitter.com/BBCNews/status/1818886635104182764#m,'Severe eczema was making me demented' https://bbc.in/3ybbzPf,"Aug 1, 2024 · 5:49 AM UTC",37,7
308,https://twitter.com/BBCNews/status/1818885052467429423#m,Family court judge rules on if twins exist https://bbc.in/3Ww5bKa,"Aug 1, 2024 · 5:42 AM UTC",30,7
309,https://twitter.com/BBCNews/status/1818883417729098082#m,University adopts gender violence charter in late student's name https://bbc.in/3WMAy4P,"Aug 1, 2024 · 5:36 AM UTC",42,4
310,https://twitter.com/BBCNews/status/1818882862134833514#m,Berkshire's Big Picture: Thursday's image of the county https://bbc.in/3WvSDCE,"Aug 1, 2024 · 5:34 AM UTC",25,1
311,https://twitter.com/BBCNews/status/1818881937978659206#m,Deadline for XL Bully exemption certificate passes https://bbc.in/3A4tLdM,"Aug 1, 2024 · 5:30 AM UTC",30,7
312,https://twitter.com/BBCNews/status/1818881736526229659#m,Charity creates 50 community orchards in city https://bbc.in/3Ytn1Ai,"Aug 1, 2024 · 5:29 AM UTC",66,4
313,https://twitter.com/BBCNews/status/1818839600292356108#m,Ledecky & Marchand make history on epic night in the pool https://bbc.in/3SweRn8,"Aug 1, 2024 · 2:42 AM UTC",101,11
314,https://twitter.com/BBCNews/status/1818836744009027838#m,Why the world's anti-doping agency feels stuck between superpowers https://bbc.in/3SvEBQm,"Aug 1, 2024 · 2:30 AM UTC",27,16
315,https://twitter.com/BBCNews/status/1818835067696820720#m,Huw Edwards' 'fall from grace' after guilty plea https://bbc.in/46pY22V,"Aug 1, 2024 · 2:24 AM UTC",46,42
316,https://twitter.com/BBCNews/status/1818819727646462396#m,Signs of life on Sycamore Gap stump https://bbc.in/3yk1xeC,"Aug 1, 2024 · 1:23 AM UTC",145,14
317,https://twitter.com/BBCBreaking/status/1818786482657652763#m,17-year-old charged with three counts of murder and 10 counts of attempted murder after Southport knife attack https://bbc.in/3ynBTFS,"Jul 31, 2024 · 11:11 PM UTC",651,0
318,https://twitter.com/BBCNews/status/1818786226960216506#m,17-year-old charged with murder over Southport attack https://bbc.in/3Sw8Q9H,"Jul 31, 2024 · 11:10 PM UTC",88,0
319,https://twitter.com/BBCNews/status/1818782191792382382#m,More than 100 arrests in London protest after Southport attack https://bbc.in/46wdr1p,"Jul 31, 2024 · 10:54 PM UTC",183,8
320,https://twitter.com/BBCNews/status/1818771381258990001#m,Three men accused of plotting 9/11 reach plea deal - Pentagon https://bbc.in/3ytAygw,"Jul 31, 2024 · 10:11 PM UTC",60,32
321,https://twitter.com/BBCNews/status/1818768566050557974#m,The BBC faces questions over why it didn't sack Edwards https://bbc.in/3WIeSGW,"Jul 31, 2024 · 9:59 PM UTC",485,330
322,https://twitter.com/BBCNews/status/1818767597002702973#m,Concerns over failed sports car deal 'overspend' https://bbc.in/3A71ALe,"Jul 31, 2024 · 9:56 PM UTC",21,5
323,https://twitter.com/BBCNews/status/1818767595476013335#m,NHS health board hackers unlikely to be convicted - police https://bbc.in/3WVYMK5,"Jul 31, 2024 · 9:56 PM UTC",14,7
324,https://twitter.com/BBCNews/status/1818767594830045202#m,Mortgage costs halved for mum who feared losing home https://bbc.in/46u87vC,"Jul 31, 2024 · 9:56 PM UTC",21,14
325,https://twitter.com/BBCNews/status/1818767421743767730#m,'Is she black or Indian?': Trump attacks Harris' racial identity https://bbc.in/3yon6L0,"Jul 31, 2024 · 9:55 PM UTC",360,436
326,https://twitter.com/BBCNews/status/1818767051248337075#m,Wales' papers: 'Surge in 20mph fines' and 'star's shame' https://bbc.in/3ybZw4b,"Jul 31, 2024 · 9:53 PM UTC",20,10
327,https://twitter.com/BBCNews/status/1818758254555459664#m,"Tributes to helicopter crash victim, Niall Crosby https://bbc.in/3ylQ660","Jul 31, 2024 · 9:18 PM UTC",26,15
328,https://twitter.com/BBCNews/status/1818749093939662886#m,'Olympic champion Scott will inspire next generation' https://bbc.in/4ccAXlk,"Jul 31, 2024 · 8:42 PM UTC",80,19
329,https://twitter.com/BBCNews/status/1818748835276964309#m,Two new dementia risks identified by major report https://bbc.in/4dr32X6,"Jul 31, 2024 · 8:41 PM UTC",67,14
330,https://twitter.com/BBCNews/status/1818747779222560980#m,Five-year-old male Asian lion moves to Dublin Zoo https://bbc.in/3WNP23h,"Jul 31, 2024 · 8:37 PM UTC",56,19
331,https://twitter.com/BBCNews/status/1818745379170488659#m,"Baby skeleton 'undisturbed' for years, say police https://bbc.in/4c8Yy6o","Jul 31, 2024 · 8:27 PM UTC",42,10
332,https://twitter.com/BBCNews/status/1818740154305044557#m,Thunderstorms and floods expected in England and Wales https://bbc.in/46w3elB,"Jul 31, 2024 · 8:06 PM UTC",97,29
333,https://twitter.com/BBCNews/status/1818728338220847594#m,No royals at flower show for first time in 30 years https://bbc.in/3WMfxY3,"Jul 31, 2024 · 7:20 PM UTC",48,107
334,https://twitter.com/BBCNews/status/1818722659368079628#m,Hospital welcomes new intake of doctors https://bbc.in/4d4VGJh,"Jul 31, 2024 · 6:57 PM UTC",47,22
335,https://twitter.com/BBCNews/status/1818719628777893978#m,Did social media fan the flames of riot in Southport? https://bbc.in/4dqVL9I,"Jul 31, 2024 · 6:45 PM UTC",309,959
336,https://twitter.com/BBCNews/status/1818718130618687756#m,Fight launched to save rock stars' home town venue https://bbc.in/3WKWH3k,"Jul 31, 2024 · 6:39 PM UTC",20,8
337,https://twitter.com/BBCNews/status/1818716446551081233#m,Evans loses ranking to play Olympics with Murray https://bbc.in/4fuYRLZ,"Jul 31, 2024 · 6:32 PM UTC",159,10
338,https://twitter.com/BBCNews/status/1818716445779415480#m,Driver denies causing fatal bypass crash https://bbc.in/4fp60gF,"Jul 31, 2024 · 6:32 PM UTC",17,5
339,https://twitter.com/BBCNews/status/1818716445280182529#m,"Glasses gifted by John Lennon fetch £40,000 at auction https://bbc.in/3A2xnNw","Jul 31, 2024 · 6:32 PM UTC",26,5
340,https://twitter.com/BBCNews/status/1818713585654083862#m,Yoga teacher stabbed as she protected girls in Southport attack https://bbc.in/4d2KyfH,"Jul 31, 2024 · 6:21 PM UTC",117,31
341,https://twitter.com/BBCNews/status/1818713493861777553#m,Fed holds rates steady as pressure mounts for a cut https://bbc.in/3A73zz8,"Jul 31, 2024 · 6:21 PM UTC",15,7
342,https://twitter.com/BBCNews/status/1818713313385030064#m,Police say city's violent disorder was 'regrettable' https://bbc.in/4drw0X8,"Jul 31, 2024 · 6:20 PM UTC",46,71
343,https://twitter.com/BBCNews/status/1818711553211805718#m,Rower beats serious head injury to win Olympic gold https://bbc.in/4fsAVIX,"Jul 31, 2024 · 6:13 PM UTC",103,11
344,https://twitter.com/BBCNews/status/1818702644111646766#m,Armagh victory video criticism 'blown out of proportion' https://bbc.in/4djSYjj,"Jul 31, 2024 · 5:37 PM UTC",19,12
345,https://twitter.com/BBCNews/status/1818699617581568258#m,BBC knew Huw Edwards had been arrested in November https://bbc.in/4foEHmJ,"Jul 31, 2024 · 5:25 PM UTC",303,300
346,https://twitter.com/BBCNews/status/1818696195398586448#m,Team GB win five more medals on day five at Olympics https://bbc.in/3YqqSxS,"Jul 31, 2024 · 5:12 PM UTC",178,11
347,https://twitter.com/BBCNews/status/1818687853880053860#m,PSNI treat racist graffiti on houses as hate crimes https://bbc.in/3LMwnj3,"Jul 31, 2024 · 4:39 PM UTC",16,20
348,https://twitter.com/BBCNews/status/1818687000964141397#m,Gallagher out of Olympics after defeat in last-16 https://bbc.in/4fpWEBm,"Jul 31, 2024 · 4:35 PM UTC",12,7
349,https://twitter.com/BBCNews/status/1818686223147241655#m,Third arrest made over dog walker's murder https://bbc.in/4d6ivfq,"Jul 31, 2024 · 4:32 PM UTC",42,11
350,https://twitter.com/BBCNews/status/1818684467671634440#m,Council leader quits amid bins controversy https://bbc.in/3WKovoB,"Jul 31, 2024 · 4:25 PM UTC",19,14
351,https://twitter.com/BBCNews/status/1818682827832987810#m,Leopard attacks men at South Africa air force base https://bbc.in/3A2CCfT,"Jul 31, 2024 · 4:19 PM UTC",38,18
352,https://twitter.com/BBCNews/status/1818680517811712091#m,Two 5G phone masts set alight in arson attacks https://bbc.in/46v6hup,"Jul 31, 2024 · 4:09 PM UTC",29,18
353,https://twitter.com/BBCNews/status/1818680515286700388#m,"Girl, 8, and woman die after house fire https://bbc.in/3Ahr4p6","Jul 31, 2024 · 4:09 PM UTC",11,6
354,https://twitter.com/BBCNews/status/1818679924724494701#m,'No evidence' SNP MSPs misused parliament stamps https://bbc.in/3WNc23z,"Jul 31, 2024 · 4:07 PM UTC",14,20
355,https://twitter.com/BBCNews/status/1818677157561810974#m,Bronze Age treasures on show 'where they belong' https://bbc.in/3WIKTi8,"Jul 31, 2024 · 3:56 PM UTC",20,3
356,https://twitter.com/BBCNews/status/1818676803810087057#m,Frustrated Nigerians vow 'days of rage' as hardships mount https://bbc.in/4d6diUU,"Jul 31, 2024 · 3:55 PM UTC",18,19
357,https://twitter.com/BBCBreaking/status/1818676332022112470#m,"BBC says it is ""shocked"" after Huw Edwards admits making indecent images of children and knew of his arrest in November https://bbc.in/3SwyPhc","Jul 31, 2024 · 3:53 PM UTC",259,0
358,https://twitter.com/BBCNews/status/1818675441328116005#m,Delivery driver admits murdering partner after football match https://bbc.in/4fov9Ip,"Jul 31, 2024 · 3:49 PM UTC",31,11
359,https://twitter.com/BBCNews/status/1818674225315516778#m,Man led plot to smuggle £11m of cocaine in bananas https://bbc.in/3WuY0SR,"Jul 31, 2024 · 3:44 PM UTC",57,55
360,https://twitter.com/BBCNews/status/1818674225177141370#m,Rock formation gets its first writer in residence https://bbc.in/3WvHyBJ,"Jul 31, 2024 · 3:44 PM UTC",17,7
361,https://twitter.com/BBCNews/status/1818674224975761596#m,£250K supercar seized in central London crackdown https://bbc.in/4fClu14,"Jul 31, 2024 · 3:44 PM UTC",62,17
362,https://twitter.com/BBCNews/status/1818668639844696223#m,'Gutsy' gulls dive-bombing town's residents https://bbc.in/4fnL7T5,"Jul 31, 2024 · 3:22 PM UTC",30,15
363,https://twitter.com/BBCNews/status/1818667644494467556#m,A political ‘colonoscopy’ - how VP contenders are vetted https://bbc.in/4fsvJoA,"Jul 31, 2024 · 3:18 PM UTC",18,14
364,https://twitter.com/BBCNews/status/1818665124166607012#m,Hospital awaits government review amid rebuild https://bbc.in/3YtBtrY,"Jul 31, 2024 · 3:08 PM UTC",13,3
365,https://twitter.com/BBCNews/status/1818663990806897120#m,Hospital 'working to understand' review implications https://bbc.in/4dmBBxI,"Jul 31, 2024 · 3:04 PM UTC",9,2
366,https://twitter.com/BBCNews/status/1818663535594938394#m,X-rays reveal tiny half-billion-year-old creature https://bbc.in/4dlz0nJ,"Jul 31, 2024 · 3:02 PM UTC",34,12
367,https://twitter.com/BBCNews/status/1818658582264426601#m,Ukraine repels 'massive' Russian drone attack https://bbc.in/46ruYIa,"Jul 31, 2024 · 2:42 PM UTC",59,8
368,https://twitter.com/BBCNews/status/1818658007556698442#m,Man stabbed in Southport attack 'saddened he couldn't do more' https://bbc.in/4drFW2v,"Jul 31, 2024 · 2:40 PM UTC",167,28
369,https://twitter.com/BBCNews/status/1818655492589211862#m,Search teams find body of missing teenage canoeist https://bbc.in/4c6g37E,"Jul 31, 2024 · 2:30 PM UTC",20,7
370,https://twitter.com/BBCNews/status/1818650519159640155#m,New appeal after woman murdered with fork https://bbc.in/3LSU9tz,"Jul 31, 2024 · 2:10 PM UTC",22,11
371,https://twitter.com/BBCNews/status/1818650516039078220#m,Disruption to trains after lorry strikes bridge https://bbc.in/3Ae2hCm,"Jul 31, 2024 · 2:10 PM UTC",11,7
372,https://twitter.com/BBCNews/status/1818650096780603489#m,"Harris dares Trump to debate her - 'Donald, say it to my face' https://bbc.in/3WsdLK3","Jul 31, 2024 · 2:09 PM UTC",229,133
373,https://twitter.com/BBCNews/status/1818648933314269191#m,Minister investigated over London property income https://bbc.in/3WpTTHr,"Jul 31, 2024 · 2:04 PM UTC",103,61
374,https://twitter.com/BBCNews/status/1818647580844159443#m,Clearing county's ADHD backlog could take 89 years https://bbc.in/4ftQkZq,"Jul 31, 2024 · 1:59 PM UTC",24,25
375,https://twitter.com/BBCNews/status/1818645921053163823#m,Former councillor admits downloading child abuse images https://bbc.in/3WqLL9Q,"Jul 31, 2024 · 1:52 PM UTC",121,107
376,https://twitter.com/BBCNews/status/1818644748158046227#m,Huw Edwards could lose Eisteddfod honour https://bbc.in/4dkmGUG,"Jul 31, 2024 · 1:47 PM UTC",123,226
377,https://twitter.com/BBCNews/status/1818641564895203674#m,Five top contenders emerge in Harris VP hunt https://bbc.in/4cUI8Qp,"Jul 31, 2024 · 1:35 PM UTC",36,17
378,https://twitter.com/BBCNews/status/1818640177926926357#m,King visits UK's newest Unesco World Heritage site https://bbc.in/3LOacJs,"Jul 31, 2024 · 1:29 PM UTC",68,22
379,https://twitter.com/BBCNews/status/1818636245490102372#m,Banham Zoo helps animals cool off during heat https://bbc.in/3LM7EeJ,"Jul 31, 2024 · 1:14 PM UTC",33,9
380,https://twitter.com/BBCNews/status/1818634413720109557#m,Ex-airport policeman extradited to NI over money laundering https://bbc.in/3A6uTxs,"Jul 31, 2024 · 1:06 PM UTC",20,5
381,https://twitter.com/BBCNews/status/1818632808098594950#m,Adder warning in Devon after two people bitten https://bbc.in/3Yqpr2I,"Jul 31, 2024 · 1:00 PM UTC",27,19
382,https://twitter.com/BBCNews/status/1818630441802314142#m,Armagh or Down? Which county can claim Daniel Wiffen? https://bbc.in/3A2lh6V,"Jul 31, 2024 · 12:51 PM UTC",34,19
383,https://twitter.com/BBCNews/status/1818628936726720977#m,The scenic Indian villages devastated by deadly landslides https://bbc.in/3YpwCYM,"Jul 31, 2024 · 12:45 PM UTC",22,8
384,https://twitter.com/BBCNews/status/1818627129262629375#m,"'Eight years ago today, I was sat on the Copacabana hating athletics' https://bbc.in/3SrYkjS","Jul 31, 2024 · 12:37 PM UTC",29,4
385,https://twitter.com/BBCNews/status/1818623379949150260#m,Tube pusher found guilty of attempted murder https://bbc.in/4dkfd86,"Jul 31, 2024 · 12:22 PM UTC",230,85
386,https://twitter.com/BBCNews/status/1818621930204787114#m,Toddler 'turned grey and passed out' after drinking Slush Puppie https://bbc.in/3WuyUDm,"Jul 31, 2024 · 12:17 PM UTC",51,23
387,https://twitter.com/BBCNews/status/1818619726823579805#m,Tinder parent company cuts jobs as subscriber numbers slump https://bbc.in/3SuryyC,"Jul 31, 2024 · 12:08 PM UTC",33,35
388,https://twitter.com/BBCNews/status/1818616856472666225#m,CalMac ferries upkeep costs almost triple in five years https://bbc.in/46oKQLH,"Jul 31, 2024 · 11:57 AM UTC",12,12
389,https://twitter.com/BBCNews/status/1818616607247057403#m,Graham Dwyer loses final murder conviction appeal https://bbc.in/3A74VKn,"Jul 31, 2024 · 11:56 AM UTC",15,8
390,https://twitter.com/BBCNews/status/1818616286483468310#m,Police given more to time to question knife attack suspect https://bbc.in/4d3x7wi,"Jul 31, 2024 · 11:54 AM UTC",86,128
391,https://twitter.com/BBCNews/status/1818616268414435608#m,Unis told to improve sexual harassment protection https://bbc.in/4fp4YBo,"Jul 31, 2024 · 11:54 AM UTC",20,9
392,https://twitter.com/BBCNews/status/1818614165411377214#m,Nature reserves bid for £11.5m improvement cash https://bbc.in/4ftG3fS,"Jul 31, 2024 · 11:46 AM UTC",15,6
393,https://twitter.com/BBCNews/status/1818611821026099545#m,The teen making her village more autism-friendly https://bbc.in/4c56eXp,"Jul 31, 2024 · 11:37 AM UTC",69,7
394,https://twitter.com/BBCNews/status/1818610625250988102#m,Fleur East backs campaign by breastfeeding on Tube https://bbc.in/4dpsEE0,"Jul 31, 2024 · 11:32 AM UTC",168,54
395,https://twitter.com/BBCNews/status/1818608119120830497#m,Huw Edwards' broadcasting career ends in disgrace https://bbc.in/3Wvccem,"Jul 31, 2024 · 11:22 AM UTC",837,877
396,https://twitter.com/BBCNews/status/1818607706472661215#m,'I'll miss winter fuel payments by £2 a week' https://bbc.in/46uEJ8y,"Jul 31, 2024 · 11:20 AM UTC",62,53
397,https://twitter.com/BBCNews/status/1818605482950418668#m,"Boy, 8, signs for Cardiff City's academy https://bbc.in/3A72SpF","Jul 31, 2024 · 11:11 AM UTC",69,23
398,https://twitter.com/BBCNews/status/1818603193397346378#m,Bin collectors confirm Edinburgh Festival strike https://bbc.in/4c8x9S4,"Jul 31, 2024 · 11:02 AM UTC",26,15
399,https://twitter.com/BBCNews/status/1818600636331528610#m,Scott wins Olympic quadruple sculls gold with Team GB https://bbc.in/46sRTCS,"Jul 31, 2024 · 10:52 AM UTC",151,16
400,https://twitter.com/BBCNews/status/1818599219856277921#m,Family of ill daughter win legal bid against trust https://bbc.in/4cncGtb,"Jul 31, 2024 · 10:46 AM UTC",32,6
401,https://twitter.com/BBCBreaking/status/1818595999801057517#m,Alex Yee wins Team GB's fifth gold medal of Paris Olympics in men's triathlon - watch live reaction https://bbc.in/4cnbSVb,"Jul 31, 2024 · 10:34 AM UTC",644,68
402,https://twitter.com/BBCNews/status/1818595860072075513#m,Woman dies and two girls critical after house fire https://bbc.in/3Wv9V2O,"Jul 31, 2024 · 10:33 AM UTC",15,4
403,https://twitter.com/BBCNews/status/1818595857689608363#m,Man guilty of Willoughby kidnap plot wants to appeal https://bbc.in/3YqbzFp,"Jul 31, 2024 · 10:33 AM UTC",9,18
404,https://twitter.com/BBCNews/status/1818595856745931234#m,Young Seesahai murderers should not be named - judge https://bbc.in/3WJSmNX,"Jul 31, 2024 · 10:33 AM UTC",11,15
405,https://twitter.com/BBCNews/status/1818592594269552922#m,Hotel where man fell down lift shaft forced to close https://bbc.in/3SwiGIZ,"Jul 31, 2024 · 10:20 AM UTC",22,8
406,https://twitter.com/BBCNews/status/1818591295893381294#m,The 1975 sued over Malaysia concert with Matty Healy kiss https://bbc.in/4fuh4cz,"Jul 31, 2024 · 10:15 AM UTC",26,11
407,https://twitter.com/BBCNews/status/1818591029274014119#m,Sam Smith portrait unveiled at London gallery https://bbc.in/3Ywz3sR,"Jul 31, 2024 · 10:14 AM UTC",181,496
408,https://twitter.com/BBCNews/status/1818590334068146326#m,Robert the Bruce 3D model 'most realistic ever produced' https://bbc.in/3SulWV4,"Jul 31, 2024 · 10:11 AM UTC",31,24
409,https://twitter.com/BBCNews/status/1818589742247649338#m,Water firm 'ups ante' on fatberg prevention https://bbc.in/4dnYSPN,"Jul 31, 2024 · 10:09 AM UTC",18,11
410,https://twitter.com/BBCNews/status/1818584626236895661#m,Puppies found abandoned in sealed box https://bbc.in/4cf4vz2,"Jul 31, 2024 · 9:48 AM UTC",54,12
411,https://twitter.com/BBCNews/status/1818579558825591039#m,Scott shuns Sir Chris Hoy comparisons after Olympic gold https://bbc.in/3WJBgj1,"Jul 31, 2024 · 9:28 AM UTC",36,11
412,https://twitter.com/BBCBreaking/status/1818575890269254061#m,Former BBC News presenter Huw Edwards pleads guilty to making indecent images of children https://bbc.in/3LNjCos,"Jul 31, 2024 · 9:14 AM UTC",638,0
413,https://twitter.com/BBCNews/status/1818575573540606398#m,Police name two killed in Borders motorbike crash https://bbc.in/3Sx12ob,"Jul 31, 2024 · 9:12 AM UTC",17,13
414,https://twitter.com/BBCNews/status/1818575444796411976#m,Bereaved son calls for assisted dying conversation https://bbc.in/3SxmHg1,"Jul 31, 2024 · 9:12 AM UTC",20,17
415,https://twitter.com/BBCNews/status/1818570884988162049#m,Teenager dies after getting into water at Windermere https://bbc.in/4d3noG2,"Jul 31, 2024 · 8:54 AM UTC",32,7
416,https://twitter.com/BBCNews/status/1818567460120932353#m,Blind woman hopes QR code menus will help diners https://bbc.in/3Yt7ikG,"Jul 31, 2024 · 8:40 AM UTC",56,10
417,https://twitter.com/BBCNews/status/1818567460028600463#m,Temperatures soar across the south https://bbc.in/3Yqxe0l,"Jul 31, 2024 · 8:40 AM UTC",40,29
418,https://twitter.com/BBCNews/status/1818565177500963157#m,Lack of help for veteran's family 'a slap in the face' https://bbc.in/4d5Cfji,"Jul 31, 2024 · 8:31 AM UTC",25,18
419,https://twitter.com/BBCNews/status/1818564736386060299#m,Bank of Ireland makes €1.1bn pre-tax profit https://bbc.in/4fsZuW2,"Jul 31, 2024 · 8:29 AM UTC",20,11
420,https://twitter.com/BBCNews/status/1818563650933645349#m,Huw Edwards arrives at court for first hearing https://bbc.in/3Sw1dQy,"Jul 31, 2024 · 8:25 AM UTC",47,5
421,https://twitter.com/BBCNews/status/1818561783411376275#m,Arrest made following fatal Channel crossing https://bbc.in/3WIUEg5,"Jul 31, 2024 · 8:18 AM UTC",39,30
422,https://twitter.com/BBCNews/status/1818559027455865251#m,GB's Potter wins Olympic triathlon bronze in Paris https://bbc.in/4fpZzKa,"Jul 31, 2024 · 8:07 AM UTC",151,20
423,https://twitter.com/BBCNews/status/1818543260735848625#m,Scores missing as India landslides kill 158 https://bbc.in/3WMFDcf,"Jul 31, 2024 · 7:04 AM UTC",39,8
424,https://twitter.com/BBCNews/status/1818543101595529538#m,Healthcare strike looms in pay scale row https://bbc.in/4ceXqOY,"Jul 31, 2024 · 7:03 AM UTC",24,8
425,https://twitter.com/BBCNews/status/1818542069511594179#m,Less than half of Generation Z watch broadcast TV https://bbc.in/3WKdfbS,"Jul 31, 2024 · 6:59 AM UTC",94,95
426,https://twitter.com/BBCNews/status/1818540786394210607#m,Johnny Vegas 'properly settled' at glamping site https://bbc.in/3yws2NM,"Jul 31, 2024 · 6:54 AM UTC",56,7
427,https://twitter.com/BBCNews/status/1818531230238777853#m,TikTok HQ staff hit by mass food poisoning incident https://bbc.in/3WJCSJP,"Jul 31, 2024 · 6:16 AM UTC",102,40
428,https://twitter.com/BBCNews/status/1818525098782974056#m,Six arrested as city MP warns of 'ongoing incident' https://bbc.in/4fpvieu,"Jul 31, 2024 · 5:52 AM UTC",242,168
429,https://twitter.com/BBCNews/status/1818524979215941994#m,Scotland's papers: 'Lost angels' and green homes cost https://bbc.in/3YqlISP,"Jul 31, 2024 · 5:51 AM UTC",23,16
430,https://twitter.com/BBCNews/status/1818523861404524925#m,'We're not done yet' - Historic night for NI at Olympics https://bbc.in/3ykBxj6,"Jul 31, 2024 · 5:47 AM UTC",159,61
431,https://twitter.com/BBCNews/status/1818523179247104223#m,Politicians concerned for hospital refurbishment https://bbc.in/3WuhDu0,"Jul 31, 2024 · 5:44 AM UTC",12,6
432,https://twitter.com/BBCNews/status/1818522588068393229#m,Health laws overhaul could see sole patient record https://bbc.in/46urlkO,"Jul 31, 2024 · 5:42 AM UTC",16,4
433,https://twitter.com/BBCNews/status/1818508074778321363#m,Japan hikes interest rates for second time since 2007 https://bbc.in/3Yxu8Yi,"Jul 31, 2024 · 4:44 AM UTC",34,10
434,https://twitter.com/BBCNews/status/1818477312595083531#m,Olympic triathlons to go ahead as Seine passes tests https://bbc.in/4fu3iq7,"Jul 31, 2024 · 2:42 AM UTC",72,30
435,https://twitter.com/BBCNews/status/1818467080934486336#m,'A town in tears' and Reeves budget warning https://bbc.in/46u8sP5,"Jul 31, 2024 · 2:01 AM UTC",26,15
436,https://twitter.com/BBCNews/status/1818459647138828421#m,Project 2025 leader quits conservative think tank https://bbc.in/4d4yHxP,"Jul 31, 2024 · 1:32 AM UTC",42,15
437,https://twitter.com/BBCNews/status/1818459643883950356#m,Biles inspires USA to gymnastics team gold https://bbc.in/3yosLRd,"Jul 31, 2024 · 1:32 AM UTC",98,4
438,https://twitter.com/BBCNews/status/1818454511419109587#m,The new face of homelessness in Australia https://bbc.in/4dqW44j,"Jul 31, 2024 · 1:11 AM UTC",33,12
439,https://twitter.com/BBCNews/status/1818454508965421525#m,The Israelis who want grandchildren from their dead sons’ sperm https://bbc.in/3A1IrKx,"Jul 31, 2024 · 1:11 AM UTC",29,28
440,https://twitter.com/BBCNews/status/1818451079677280565#m,How 1960s tragedies triggered a life-saving law https://bbc.in/3LIHRUR,"Jul 31, 2024 · 12:58 AM UTC",35,3
441,https://twitter.com/BBCNews/status/1818441481125773457#m,City of cafes: Shanghai’s love affair with coffee https://bbc.in/3Su9cxR,"Jul 31, 2024 · 12:20 AM UTC",21,6
442,https://twitter.com/BBCNews/status/1818435790713565456#m,"Rise in people fascinated by violence, police warn https://bbc.in/4c6vuMM","Jul 30, 2024 · 11:57 PM UTC",74,89
443,https://twitter.com/BBCNews/status/1818434069887062368#m,The Dua Lipa festival aiming to change Kosovo’s image https://bbc.in/4dlHXgF,"Jul 30, 2024 · 11:50 PM UTC",48,7
444,https://twitter.com/BBCNews/status/1818421590662521148#m,Southport left numb by mass stabbing https://bbc.in/3WKnxsk,"Jul 30, 2024 · 11:01 PM UTC",70,37
445,https://twitter.com/BBCSounds/status/1818367183535456344#m,"""We know now why they called an election when they did""  Listen to the Chancellor, Rachel Reeves, on the latest #BBCNewscast...  bbc.co.uk/sounds/brand/p0529…","Jul 30, 2024 · 7:24 PM UTC",165,48
446,https://twitter.com/BBCNews/status/1818396868377825599#m,Retiring Murray goes on after another epic Olympic win https://bbc.in/3M6xQRD,"Jul 30, 2024 · 9:22 PM UTC",299,17
447,https://twitter.com/BBCNews/status/1818392549364531333#m,Congratulations for NI's new Olympic gold medalist https://bbc.in/4dos7lo,"Jul 30, 2024 · 9:05 PM UTC",828,99
448,https://twitter.com/BBCNews/status/1818392153959059664#m,GB retain relay title to win first swimming gold https://bbc.in/3Yr47Kd,"Jul 30, 2024 · 9:04 PM UTC",542,13
449,https://twitter.com/BBCSport/status/1818384026085789755#m,Great Britain take gold in the Men's 4x200m freestyle relay!  They led from the off and never looked back. Absolutely brilliant!   #BBCOlympics #Olympics #Paris2024,"Jul 30, 2024 · 8:31 PM UTC",7263,68
450,https://twitter.com/BBCNews/status/1818381845156811085#m,Reeves and Hunt's claims about shortfalls checked https://bbc.in/4frgA6P,"Jul 30, 2024 · 8:23 PM UTC",28,49
451,https://twitter.com/BBCNews/status/1818381137665757649#m,Police van set alight as protest breaks out in Southport https://bbc.in/3WUgb5T,"Jul 30, 2024 · 8:20 PM UTC",629,247
452,https://twitter.com/BBCNews/status/1818380665651339377#m,Union confirms dates for bin strikes across Scotland https://bbc.in/3LLtvmE,"Jul 30, 2024 · 8:18 PM UTC",30,21
453,https://twitter.com/BBCNews/status/1818374895467704778#m,Venezuelan defence minister says protests constitute 'coup' https://bbc.in/46zzNPJ,"Jul 30, 2024 · 7:55 PM UTC",29,14
454,https://twitter.com/BBCNews/status/1818373761470488883#m,Wiffen makes history with Olympic 800m freestyle gold https://bbc.in/4dr5UDB,"Jul 30, 2024 · 7:51 PM UTC",225,13
