,link,text,date,No_of_Likes,No_of_tweets
761,https://twitter.com/BBCPolitics/status/1817482573204848895#m,"""Water bosses have got away with paying themselves tens of millions in bonuses for overseeing catastrophic failure""  Environment Secretary Steve Reed says those who ""persistently"" illegally dump sewage will face criminal charges   #BBCLauraK https://bbc.in/3WFopP3","Jul 28, 2024 · 8:49 AM UTC",429,97
762,https://twitter.com/BBCPolitics/status/1817480104689139912#m,"""We are going into our departments and finding additional pressures... that nobody knew about""  Environment Secretary Steve Reed says the new government are inheriting funding gaps the Conservative government ""had not disclosed""  #BBCLauraK https://bbc.in/3WFopP3","Jul 28, 2024 · 8:39 AM UTC",143,140
763,https://twitter.com/BBCNews/status/1817480889279930841#m,"Man, 37, killed in Land Rover crash in Ayrshire https://bbc.in/3Wm1ln8","Jul 28, 2024 · 8:43 AM UTC",23,6
764,https://twitter.com/BBCNews/status/1817479771460129199#m,Rail firm offers badges to pregnant passengers https://bbc.in/4fp9W0M,"Jul 28, 2024 · 8:38 AM UTC",42,59
765,https://twitter.com/BBCNews/status/1817475786992988402#m,I'd probably have quit without new Man Utd deal - Evans https://bbc.in/3SqzXD3,"Jul 28, 2024 · 8:22 AM UTC",33,10
766,https://twitter.com/BBCNews/status/1817474579457081833#m,Allotment users 'forced away' by vandalism https://bbc.in/3A2dpm1,"Jul 28, 2024 · 8:18 AM UTC",36,23
767,https://twitter.com/BBCNews/status/1817474569344549058#m,Homes unveiled in honour of Thames hero who drowned https://bbc.in/4dl00DW,"Jul 28, 2024 · 8:17 AM UTC",77,9
768,https://twitter.com/BBCNews/status/1817474197855060250#m,Is Biles about to perform another new move at Olympics? https://bbc.in/3LJvjfY,"Jul 28, 2024 · 8:16 AM UTC",50,15
769,https://twitter.com/BBCNews/status/1817472371273380303#m,Fireworks mark end of 20th anniversary Belladrum https://bbc.in/3WGLkJR,"Jul 28, 2024 · 8:09 AM UTC",28,10
770,https://twitter.com/BBCNews/status/1817471255580131703#m,Scotland's papers: Tourist tax plea and Tories in 'dire' relationship https://bbc.in/4fnCyYw,"Jul 28, 2024 · 8:04 AM UTC",28,10
771,https://twitter.com/BBCNews/status/1817470711058854208#m,M1 closed in both directions after 'serious collision' https://bbc.in/3WuW10S,"Jul 28, 2024 · 8:02 AM UTC",57,25
772,https://twitter.com/BBCNews/status/1817462692308738554#m,ScotRail travel misery over double disruption to Sunday trains https://bbc.in/4cVYrfZ,"Jul 28, 2024 · 7:30 AM UTC",32,14
773,https://twitter.com/BBCNews/status/1817462202967687433#m,Man arrested in people smuggling investigation https://bbc.in/3SmPP9W,"Jul 28, 2024 · 7:28 AM UTC",113,41
774,https://twitter.com/BBCNews/status/1817447451256574263#m,Triathlon swim training scrapped because of pollution https://bbc.in/3LEtoJz,"Jul 28, 2024 · 6:30 AM UTC",232,130
775,https://twitter.com/BBCNews/status/1817426399512121515#m,Venezuelans vote in election challenging Maduro's grip on power https://bbc.in/3Yh4aIF,"Jul 28, 2024 · 5:06 AM UTC",58,26
776,https://twitter.com/BBCNews/status/1817366472475205760#m,The Kenyan enthralled by the healing power of plants https://bbc.in/3LI5kFu,"Jul 28, 2024 · 1:08 AM UTC",66,23
777,https://twitter.com/BBCNews/status/1817364794766172244#m,Woman travels UK by bus pass for refugee reunions https://bbc.in/3YEW6ll,"Jul 28, 2024 · 1:01 AM UTC",73,36
778,https://twitter.com/BBCNews/status/1817360807039991888#m,The Palestinians heading to Paris to represent their people https://bbc.in/3SsDfG1,"Jul 28, 2024 · 12:45 AM UTC",185,175
779,https://twitter.com/BBCNews/status/1817358008902361104#m,Tale of two nations: Meeting families with very different lives under two-child benefit cap https://bbc.in/3LJWwyQ,"Jul 28, 2024 · 12:34 AM UTC",66,208
780,https://twitter.com/BBCNews/status/1817356273441972296#m,"'I was wrongly told to pay back £13,000 in benefits' https://bbc.in/3SuWQFx","Jul 28, 2024 · 12:27 AM UTC",29,11
781,https://twitter.com/BBCNews/status/1817349496042344880#m,Rachel Reeves' promise to be honest is a risky move https://bbc.in/4foreLs,"Jul 28, 2024 · 12:00 AM UTC",40,62
782,https://twitter.com/BBCNews/status/1817348366604406889#m,Kit Harrington defends play's 'black out' nights https://bbc.in/3Ynydyu,"Jul 27, 2024 · 11:56 PM UTC",96,158
783,https://twitter.com/BBCNews/status/1817345545377054774#m,Tricked into conversion therapy in Russia for being trans https://bbc.in/3WCuewC,"Jul 27, 2024 · 11:45 PM UTC",47,80
784,https://twitter.com/BBCNews/status/1817330751957815502#m,'Council house revolution' and '£20bn black hole' https://bbc.in/3WDaUiP,"Jul 27, 2024 · 10:46 PM UTC",25,21
785,https://twitter.com/BBCNews/status/1817323417596510277#m,Attempted murder arrest after dog walker attack https://bbc.in/3WDtTKa,"Jul 27, 2024 · 10:17 PM UTC",49,28
786,https://twitter.com/BBCNews/status/1817306835713487072#m,Top five stories from day one of Paris Olympics 2024 https://bbc.in/3ydIAKw,"Jul 27, 2024 · 9:11 PM UTC",58,60
787,https://twitter.com/BBCNews/status/1817262199233986631#m,Henderson wins time trial silver but Tarling hopes are punctured https://bbc.in/46rL2Ka,"Jul 27, 2024 · 6:14 PM UTC",148,95
788,https://twitter.com/BBCNews/status/1817255657025745376#m,Venue cancels Iain Dale event in Hillsborough row https://bbc.in/3SpZEUk,"Jul 27, 2024 · 5:48 PM UTC",119,90
789,https://twitter.com/BBCNews/status/1817255236584493393#m,Welsh rowers shine in Strathclyde https://bbc.in/3SpZDQs,"Jul 27, 2024 · 5:46 PM UTC",65,27
790,https://twitter.com/BBCNews/status/1817251938091581568#m,Canada deducted points and coach banned over drone https://bbc.in/4fzXBHx,"Jul 27, 2024 · 5:33 PM UTC",131,71
791,https://twitter.com/BBCNews/status/1817248042153599112#m,Arrest after £45k worth of suspected cocaine seized https://bbc.in/3YnMPhm,"Jul 27, 2024 · 5:17 PM UTC",51,38
792,https://twitter.com/BBCNews/status/1817246511052333201#m,'Don't be afraid' says mum to son missing in Italy https://bbc.in/3LFRTWz,"Jul 27, 2024 · 5:11 PM UTC",41,17
793,https://twitter.com/BBCNews/status/1817244406811881810#m,Collum urges caution over referees' mental health https://bbc.in/3So8RMQ,"Jul 27, 2024 · 5:03 PM UTC",25,17
794,https://twitter.com/BBCNews/status/1817242201543397545#m,Rain impacts day one of Paris Olympics https://bbc.in/3YlDiaz,"Jul 27, 2024 · 4:54 PM UTC",42,35
795,https://twitter.com/BBCNews/status/1817240645313937648#m,"Princess Leia's Star Wars bikini fetches $175,000 https://bbc.in/3yiHP2J","Jul 27, 2024 · 4:48 PM UTC",142,29
796,https://twitter.com/BBCNews/status/1817222672834597081#m,Classic board game brought to life in city centre https://bbc.in/4d4udre,"Jul 27, 2024 · 3:37 PM UTC",83,26
797,https://twitter.com/BBCNews/status/1817216637029748753#m,Olympian sorry to wife for losing wedding ring in Seine https://bbc.in/3WlWfHp,"Jul 27, 2024 · 3:13 PM UTC",162,29
798,https://twitter.com/BBCNews/status/1817209617824256435#m,First images of Jasper after 100m high wildfire hit https://bbc.in/3ynpzFm,"Jul 27, 2024 · 2:45 PM UTC",69,19
799,https://twitter.com/BBCNews/status/1817208700618076536#m,South Korea wrongly introduced as North Korea at Olympics https://bbc.in/4bZYMNd,"Jul 27, 2024 · 2:41 PM UTC",169,73
800,https://twitter.com/BBCNews/status/1817208352855744967#m,In pictures: Belfast pride parade 2024 https://bbc.in/3WCOXjV,"Jul 27, 2024 · 2:40 PM UTC",81,135
801,https://twitter.com/BBCNews/status/1817205611676766466#m,Military vehicle crash closes dual carriageway https://bbc.in/3WGjfC8,"Jul 27, 2024 · 2:29 PM UTC",47,9
802,https://twitter.com/BBCNews/status/1817193039770607703#m,Olympic debut 'crazy' for 16-year-old Davison https://bbc.in/3yjgMEz,"Jul 27, 2024 · 1:39 PM UTC",106,16
803,https://twitter.com/BBCNews/status/1817188458927939894#m,Thousands attend Pride parade in Belfast https://bbc.in/3zYJgDX,"Jul 27, 2024 · 1:21 PM UTC",127,137
804,https://twitter.com/BBCNews/status/1817188451151704263#m,Call to scrap bin collection plan amid rat worries https://bbc.in/4dgXpdX,"Jul 27, 2024 · 1:21 PM UTC",26,15
805,https://twitter.com/BBCNews/status/1817186724738478454#m,Axing of free school bus prompts safety concerns https://bbc.in/46psav7,"Jul 27, 2024 · 1:14 PM UTC",24,6
806,https://twitter.com/BBCNews/status/1817186480143397327#m,Three members of family gospel group die in plane crash https://bbc.in/4dkkSew,"Jul 27, 2024 · 1:13 PM UTC",23,23
807,https://twitter.com/BBCNews/status/1817185603860983873#m,O'Neill asks taoiseach to help return boy from Lebanon https://bbc.in/3LETagL,"Jul 27, 2024 · 1:09 PM UTC",22,11
808,https://twitter.com/BBCNews/status/1817175921486442686#m,Rail works affect weekend train passengers https://bbc.in/3Wkx0oN,"Jul 27, 2024 · 12:31 PM UTC",33,10
809,https://twitter.com/BBCNews/status/1817174877993922929#m,Airport kick video family calls for end to protests https://bbc.in/4cYg1Qm,"Jul 27, 2024 · 12:27 PM UTC",180,542
810,https://twitter.com/BBCNews/status/1817173455533474074#m,Cineworld to shut six branches as part of restructure https://bbc.in/4cYhmqq,"Jul 27, 2024 · 12:21 PM UTC",25,10
811,https://twitter.com/BBCNews/status/1817169873417474360#m,Three men killed in single car crash in Falkirk https://bbc.in/3zXVOvo,"Jul 27, 2024 · 12:07 PM UTC",20,10
812,https://twitter.com/BBCNews/status/1817169643192066220#m,Why school exclusions are at record levels https://bbc.in/46ktrUl,"Jul 27, 2024 · 12:06 PM UTC",30,57
813,https://twitter.com/BBCNews/status/1817164022501736478#m,Concern over council staff off over mental health https://bbc.in/3WPGQkh,"Jul 27, 2024 · 11:43 AM UTC",28,21
814,https://twitter.com/BBCNews/status/1817158942121758893#m,Little tern fledglings hit record numbers https://bbc.in/3zZ8Bhj,"Jul 27, 2024 · 11:23 AM UTC",101,9
815,https://twitter.com/BBCNews/status/1817155046959677868#m,Are you feeling grotty all the time? https://bbc.in/3SlKVtO,"Jul 27, 2024 · 11:08 AM UTC",51,63
816,https://twitter.com/BBCNews/status/1817155025551991079#m,Horse left dead and mutilated after 'cruel' attack https://bbc.in/3SrGBsZ,"Jul 27, 2024 · 11:08 AM UTC",63,27
817,https://twitter.com/BBCNews/status/1817153700420280465#m,BBC broadcaster John Bennett dies aged 82 https://bbc.in/3LFxCAr,"Jul 27, 2024 · 11:02 AM UTC",69,16
818,https://twitter.com/BBCNews/status/1817151563644735732#m,Man paralysed in tree fall graduates as doctor https://bbc.in/4djX4r3,"Jul 27, 2024 · 10:54 AM UTC",177,11
819,https://twitter.com/BBCNews/status/1817147021054169118#m,Plans to shake up recycling system to save money https://bbc.in/3YgpIFj,"Jul 27, 2024 · 10:36 AM UTC",25,14
820,https://twitter.com/BBCNews/status/1817143102424899920#m,Divers discover new beds of rare seaweed https://bbc.in/4fiEf9B,"Jul 27, 2024 · 10:20 AM UTC",59,14
821,https://twitter.com/BBCNews/status/1817141244805431748#m,Tory MSP Russell Findlay warned of threats against his life https://bbc.in/3Yh6Shl,"Jul 27, 2024 · 10:13 AM UTC",24,18
822,https://twitter.com/BBCNews/status/1817139912514109885#m,"Yasmin Harper and Scarlett Mew Jensen win Team GB's first medal of the Paris Olympics, claiming bronze in synchronised diving   Follow live https://bbc.in/4daPsHy","Jul 27, 2024 · 10:08 AM UTC",132,18
823,https://twitter.com/BBCNews/status/1817138414724014135#m,Shoppers 'put off city by crime and transport' https://bbc.in/3SkAzdl,"Jul 27, 2024 · 10:02 AM UTC",64,19
824,https://twitter.com/BBCNews/status/1817131221752635482#m,Police warning after series of motorhome thefts https://bbc.in/46oJRen,"Jul 27, 2024 · 9:33 AM UTC",44,22
825,https://twitter.com/BBCNews/status/1817130489695662455#m,Shop scaffolding finally down almost six years on https://bbc.in/3WD79de,"Jul 27, 2024 · 9:30 AM UTC",26,10
826,https://twitter.com/BBCNews/status/1817124526318043330#m,Questions surround German man sentenced to death in Belarus https://bbc.in/4foBVxY,"Jul 27, 2024 · 9:07 AM UTC",36,3
827,https://twitter.com/BBCNews/status/1817123971768201382#m,"Canadians mourn as Jasper, jewel of the Rockies, burns https://bbc.in/4c3QYtY","Jul 27, 2024 · 9:04 AM UTC",62,25
828,https://twitter.com/BBCNews/status/1817123277334089866#m,Project plots pine marten population https://bbc.in/3WlHkNp,"Jul 27, 2024 · 9:02 AM UTC",65,6
829,https://twitter.com/BBCNews/status/1817121547284353370#m,'I was made to feel like a burden at Heathrow' https://bbc.in/4dn6Fxv,"Jul 27, 2024 · 8:55 AM UTC",39,17
830,https://twitter.com/BBCNews/status/1817121547200454818#m,Female school worker jailed for sex offences against boy https://bbc.in/4dk2vGE,"Jul 27, 2024 · 8:55 AM UTC",87,28
831,https://twitter.com/BBCNews/status/1817118738073665711#m,Sacking of Met commander over drugs test overturned https://bbc.in/46pBbEl,"Jul 27, 2024 · 8:44 AM UTC",37,26
832,https://twitter.com/BBCNews/status/1817114774460653766#m,Cows help bee orchids return to nature reserve https://bbc.in/3WeBjC8,"Jul 27, 2024 · 8:28 AM UTC",72,10
833,https://twitter.com/BBCNews/status/1817113514596503701#m,'I love playing football in Northern Ireland' https://bbc.in/3SpOA9H,"Jul 27, 2024 · 8:23 AM UTC",31,9
834,https://twitter.com/BBCNews/status/1817112496756371672#m,The enduring appeal of Johnny Echols and 1960s band Love https://bbc.in/3WBTZgy,"Jul 27, 2024 · 8:19 AM UTC",31,6
835,https://twitter.com/BBCNews/status/1817112370583343298#m,Scotland's papers: Findlay threat and 'battle' for GB energy https://bbc.in/3WFjEVK,"Jul 27, 2024 · 8:18 AM UTC",16,5
836,https://twitter.com/BBCNews/status/1817111175907151893#m,What's happening on day one at the Olympics? https://bbc.in/3LHIwpu,"Jul 27, 2024 · 8:13 AM UTC",26,44
837,https://twitter.com/BBCNews/status/1817111159180263828#m,"Vulnerable, messy and bratty: The pop girlies having a moment https://bbc.in/3yr2cL4","Jul 27, 2024 · 8:13 AM UTC",22,12
838,https://twitter.com/BBCNews/status/1817104984036536824#m,Officers remain at scene of security alert near Dungiven https://bbc.in/4fnO45U,"Jul 27, 2024 · 7:49 AM UTC",44,10
839,https://twitter.com/BBCNews/status/1817103445104435210#m,Zoo unveils plans for new African lion habitat https://bbc.in/4dm0fOP,"Jul 27, 2024 · 7:43 AM UTC",39,11
840,https://twitter.com/BBCNews/status/1817100096909062481#m,The quiet man capable of making big noise in Paris https://bbc.in/4fhwHUp,"Jul 27, 2024 · 7:29 AM UTC",39,16
841,https://twitter.com/BBCNews/status/1817098212844400930#m,New location for fire-hit dental surgery patients https://bbc.in/4deQwtI,"Jul 27, 2024 · 7:22 AM UTC",19,7
842,https://twitter.com/BBCNews/status/1817093637089402956#m,Couple's surprise after baby born early on holiday https://bbc.in/3ycYXHg,"Jul 27, 2024 · 7:04 AM UTC",75,27
843,https://twitter.com/BBCNews/status/1817093510811525201#m,Ex-Strictly dancer shocked at complaints https://bbc.in/4fzwEUn,"Jul 27, 2024 · 7:03 AM UTC",36,13
844,https://twitter.com/BBCNews/status/1817046724453540023#m,France travel disruption expected to last for days https://bbc.in/3yibklf,"Jul 27, 2024 · 3:57 AM UTC",47,23
845,https://twitter.com/BBCNews/status/1817034159040172246#m,Venezuela accused of grounding Latin American ex-leaders' flight https://bbc.in/4c3EIts,"Jul 27, 2024 · 3:07 AM UTC",33,16
846,https://twitter.com/BBCNews/status/1817001740803162426#m,"Butterflies, Balloons and Paris Olympics: Photos of the week https://bbc.in/3SnwtRK","Jul 27, 2024 · 12:59 AM UTC",34,10
847,https://twitter.com/BBCNews/status/1817000029971771630#m,She conquered Everest 10 times - and escaped an abusive marriage https://bbc.in/3zTuu1e,"Jul 27, 2024 · 12:52 AM UTC",103,13
848,https://twitter.com/BBCNews/status/1816996579275841619#m,Venezuela holds elections on Sunday. Could real change be coming? https://bbc.in/3WHdeFD,"Jul 27, 2024 · 12:38 AM UTC",44,14
849,https://twitter.com/BBCNews/status/1816995415767531767#m,My family went to help landslide victims and ended up dead https://bbc.in/4cXJlX5,"Jul 27, 2024 · 12:33 AM UTC",33,13
